Number,Case,Acceleration
8,8,-9.348719
8,8,-2.353936
8,8,-2.036857
8,8,-6.086152
8,8,-2.728388
8,8,-2.213641
8,8,-0.9301655
8,8,-1.991135
8,8,-0.9458522
8,8,-1.46813
8,8,-1.861836
8,8,-1.607576
8,8,-2.478018
8,9,-28.16639
8,9,-27.62716
8,9,-8.374464
8,9,-3.414727
8,9,-3.567655
8,9,-2.154292
8,9,-1.367613
8,9,-3.383055
8,9,-1.595932
8,9,-1.462943
8,9,-2.176153
8,9,-1.693015
8,9,-2.140518
8,9,-1.998764
8,9,-3.202583
8,10,-11.82352
8,10,-32.49551
8,10,-17.95012
8,10,-8.530751
8,10,-2.749119
8,10,-5.160609
8,10,-2.327199
8,10,-3.773688
8,10,-3.498738
8,10,-1.094174
8,10,-0.6269835
8,10,-0.7134566
8,10,-0.7525737
8,10,-2.065909
8,10,-0.70961
8,10,-0.6660405
9,1,-32.34729
9,1,-2.858217
9,1,-12.14716
9,1,-1.414044
9,1,-2.159878
9,1,-2.397072
9,1,-1.61673
9,1,-0.9185756
9,1,-0.6735852
9,1,-1.867575
9,1,-1.20175
9,1,-1.178091
9,1,-5.933956
9,2,-24.71169
9,2,-10.04229
9,2,-13.85733
9,2,-0.8080007
9,2,-4.341339
9,2,-1.678106
9,2,-1.375459
9,2,-0.8535154
9,2,-2.024317
9,2,-2.637515
9,2,-1.611038
9,2,-4.109852
9,2,-1.757851
9,2,-3.361359
9,3,-20.98177
9,3,-26.09189
9,3,-11.40665
9,3,-5.343451
9,3,-6.023969
9,3,-2.25439
9,3,-0.8900166
9,3,-3.745733
9,3,-2.337727
9,3,-0.6653827
9,3,-0.694418
9,3,-1.669762
9,3,-2.2179
9,3,-1.149352
9,3,-1.315455
9,3,-2.305375
9,3,-0.9928899
9,3,-2.120675
9,3,-1.105989
9,3,-0.7998742
9,3,-1.735835
9,4,-21.77816
9,4,-17.4555
9,4,-6.899101
9,4,-3.253492
9,4,-2.877146
9,4,-1.443516
9,4,-2.38215
9,4,-0.9711869
9,4,-2.067838
9,4,-2.139158
9,4,-2.640186
9,4,-1.693148
9,4,-1.16388
9,4,-1.185378
9,4,-2.175499
9,4,-1.451929
9,4,-1.621948
9,4,-4.892201
9,4,-31.6285
9,5,-22.24835
9,5,-13.20292
9,5,-4.688737
9,5,-4.249197
9,5,-1.503004
9,5,-1.262442
9,5,-3.30335
9,5,-4.380006
9,5,-2.477994
9,5,-0.8820561
9,5,-0.7430105
9,5,-1.514502
9,5,-0.698486
9,5,-1.420772
9,5,-5.193769
9,6,-13.74659
9,6,-0.9765387
9,6,-19.6093
9,6,-9.094214
9,6,-1.469369
9,6,-2.038637
9,6,-0.6511735
9,6,-1.448161
9,6,-3.340001
9,6,-1.06124
9,6,-0.6083372
9,6,-1.805042
9,6,-2.0505
9,6,-35.28473
9,7,-15.89736
9,7,-2.362988
9,7,-13.48592
9,7,-10.7783
9,7,-1.875733
9,7,-2.843578
9,7,-3.403421
9,7,-1.881825
9,7,-7.228237
9,7,-3.318168
9,7,-4.110195
9,7,-4.042074
9,7,-1.039693
9,7,-1.696499
9,7,-0.6642548
9,7,-2.365043
9,7,-1.395439
9,7,-0.8776443
9,7,-1.463707
9,7,-1.684672
9,7,-1.130512
9,7,-10.66767
9,8,-15.87108
9,8,-12.58881
9,8,-4.304312
9,8,-4.312024
9,8,-2.108178
9,8,-2.845623
9,8,-1.021881
9,8,-0.6764839
9,8,-1.267378
9,8,-1.031391
9,8,-0.6951128
9,8,-1.849356
9,8,-0.6000282
9,8,-1.480611
9,8,-3.507169
9,8,-2.417309
9,8,-1.02338
9,8,-2.312773
9,8,-12.30258
9,9,-15.08123
9,9,-14.70968
9,9,-23.91411
9,9,-18.02678
9,9,-2.373335
9,9,-0.8878246
9,9,-2.076649
9,9,-2.753459
9,9,-4.806994
9,9,-2.293245
9,9,-0.8571492
9,9,-7.367647
9,10,-18.67455
9,10,-17.68932
9,10,-13.24864
9,10,-5.270674
9,10,-1.180902
9,10,-3.101846
9,10,-1.630001
9,10,-3.60861
9,10,-2.380837
9,10,-0.7712284
9,10,-1.184815
9,10,-2.005035
9,10,-2.362633
9,10,-3.930622
9,10,-12.06603
